mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	1	-2	3/4	3/4	0						firstMeasure	2
2	2	2	-2	3/4	3/4	0							3
3	3	3	-2	3/4	3/4	0							4
4	4	4	-2	3/4	3/4	0							5
5	5	5	-2	3/4	3/4	0					line		6
6	6	6	-2	3/4	3/4	0							7
7	7	7	-2	3/4	3/4	0							8
8	8	8	-2	3/4	3/4	0							9
9	9	9	-2	3/4	3/4	0							10
10	10	10	-2	3/4	3/4	0					line		11
11	11	11	-2	3/4	3/4	0							12
12	12	12	-2	3/4	3/4	0							13
13	13	13	-2	3/4	3/4	0							14
14	14	14	-2	3/4	3/4	0							15
15	15	15	-2	3/4	3/4	0					line		16
16	16	16	-2	3/4	3/4	0							17
17	17	17	-2	3/4	3/4	0							18
18	18	18	-2	3/4	3/4	0							19
19	19	19	-2	3/4	3/4	0					line		20
20	20	20	-2	3/4	3/4	0							21
21	21	21	-2	3/4	3/4	0							22
22	22	22	-2	3/4	3/4	0							23
23	23	23	-2	3/4	3/4	0					line		24
24	24	24	-2	3/4	3/4	0							25
25	25	25	-2	3/4	3/4	0							26
26	26	26	-2	3/4	3/4	0					line		27
27	27	27	-2	3/4	3/4	0							28
28	28	28	-2	3/4	3/4	0							29
29	29	29	-2	3/4	3/4	0					line		30
30	30	30	-2	3/4	3/4	0							31
31	31	31	-2	3/4	3/4	0							32
32	32	32	-2	3/4	3/4	0					line		33
33	33	33	-2	3/4	3/4	0							34
34	34	34	-2	3/4	3/4	0							35
35	35	35	-2	3/4	3/4	0					line		36
36	36	36	-2	3/4	3/4	0							37
37	37	37	-2	3/4	3/4	0					line		38
38	38	38	-2	3/4	3/4	0							39
39	39	39	-2	3/4	3/4	0							40
40	40	40	-2	3/4	3/4	0					line		41
41	41	41	-2	3/4	3/4	0							42
42	42	42	-2	3/4	3/4	0							43
43	43	43	-2	3/4	3/4	0					line		44
44	44	44	-2	3/4	3/4	0							45
45	45	45	-2	3/4	3/4	0							46
46	46	46	-2	3/4	3/4	0					line	end	1, 47
1	1	47	-2	3/4	3/4	0						firstMeasure	2
2	2	48	-2	3/4	3/4	0							3
3	3	49	-2	3/4	3/4	0							4
4	4	50	-2	3/4	3/4	0							5
5	5	51	-2	3/4	3/4	0					line		6
6	6	52	-2	3/4	3/4	0							7
7	7	53	-2	3/4	3/4	0							8
8	8	54	-2	3/4	3/4	0							9
9	9	55	-2	3/4	3/4	0							10
10	10	56	-2	3/4	3/4	0					line		11
11	11	57	-2	3/4	3/4	0							12
12	12	58	-2	3/4	3/4	0							13
13	13	59	-2	3/4	3/4	0							14
14	14	60	-2	3/4	3/4	0							15
15	15	61	-2	3/4	3/4	0					line		16
16	16	62	-2	3/4	3/4	0							17
17	17	63	-2	3/4	3/4	0							18
18	18	64	-2	3/4	3/4	0							19
19	19	65	-2	3/4	3/4	0					line		20
20	20	66	-2	3/4	3/4	0							21
21	21	67	-2	3/4	3/4	0							22
22	22	68	-2	3/4	3/4	0							23
23	23	69	-2	3/4	3/4	0					line		24
24	24	70	-2	3/4	3/4	0							25
25	25	71	-2	3/4	3/4	0							26
26	26	72	-2	3/4	3/4	0					line		27
27	27	73	-2	3/4	3/4	0							28
28	28	74	-2	3/4	3/4	0							29
29	29	75	-2	3/4	3/4	0					line		30
30	30	76	-2	3/4	3/4	0							31
31	31	77	-2	3/4	3/4	0							32
32	32	78	-2	3/4	3/4	0					line		33
33	33	79	-2	3/4	3/4	0							34
34	34	80	-2	3/4	3/4	0							35
35	35	81	-2	3/4	3/4	0					line		36
36	36	82	-2	3/4	3/4	0							37
37	37	83	-2	3/4	3/4	0					line		38
38	38	84	-2	3/4	3/4	0							39
39	39	85	-2	3/4	3/4	0							40
40	40	86	-2	3/4	3/4	0					line		41
41	41	87	-2	3/4	3/4	0							42
42	42	88	-2	3/4	3/4	0							43
43	43	89	-2	3/4	3/4	0					line		44
44	44	90	-2	3/4	3/4	0							45
45	45	91	-2	3/4	3/4	0							46
46	46	92	-2	3/4	3/4	0					line	end	1, 47
47	47	93	-2	3/4	3/4	0				start-repeat		start	48
48	48	94	-2	3/4	3/4	0							49
49	49	95	-2	3/4	3/4	0					line		50
50	50	96	-2	3/4	3/4	0							51
51	51	97	-2	3/4	3/4	0							52
52	52	98	-2	3/4	3/4	0					line		53
53	53	99	-2	3/4	3/4	0							54
54	54	100	-2	3/4	3/4	0							55
55	55	101	-2	3/4	3/4	0					line		56
56	56	102	-2	3/4	3/4	0							57
57	57	103	-2	3/4	3/4	0					line		58
58	58	104	-2	3/4	3/4	0							59
59	59	105	-2	3/4	3/4	0							60
60	60	106	-2	3/4	3/4	0					line		61
61	61	107	-2	3/4	3/4	0							62
62	62	108	-2	3/4	3/4	0							63
63	63	109	-2	3/4	3/4	0							64
64	64	110	-2	3/4	3/4	0					line		65
65	65	111	-2	3/4	3/4	0							66
66	66	112	-2	3/4	3/4	0							67
67	67	113	-2	3/4	3/4	0							68
68	68	114	-2	3/4	3/4	0					line		69
69	69	115	-2	3/4	3/4	0							70
70	70	116	-2	3/4	3/4	0							71
71	71	117	-2	3/4	3/4	0							72
72	72	118	-2	3/4	3/4	0					line		73
73	73	119	-2	3/4	3/4	0							74
74	74	120	-2	3/4	3/4	0							75
75	75	121	-2	3/4	3/4	0							76
76	76	122	-2	3/4	3/4	0							77
77	77	123	-2	3/4	3/4	0					line		78
78	78	124	-2	3/4	3/4	0							79
79	79	125	-2	3/4	3/4	0							80
80	80	126	-2	3/4	3/4	0							81
81	81	127	-2	3/4	3/4	0							82
82	82	128	-2	3/4	3/4	0					line		83
83	83	129	-2	3/4	3/4	0							84
84	84	130	-2	3/4	3/4	0							85
85	85	131	-2	3/4	3/4	0					line		86
86	86	132	-2	3/4	3/4	0							87
87	87	133	-2	3/4	3/4	0							88
88	88	134	-2	3/4	3/4	0							89
89	89	135	-2	3/4	3/4	0					line		90
90	90	136	-2	3/4	3/4	0							91
91	91	137	-2	3/4	3/4	0							92
92	92	138	-2	3/4	3/4	0							93
93	93	139	-2	3/4	3/4	0					line		94
94	94	140	-2	3/4	3/4	0							95
95	95	141	-2	3/4	3/4	0							96
96	96	142	-2	3/4	3/4	0					line		97
97	97	143	-2	3/4	3/4	0							98
98	98	144	-2	3/4	3/4	0							99
99	99	145	-2	3/4	3/4	0					line		100
100	100	146	-2	3/4	3/4	0							101
101	101	147	-2	3/4	3/4	0							102
102	102	148	-2	3/4	3/4	0					line		103
103	103	149	-2	3/4	3/4	0							104
104	104	150	-2	3/4	3/4	0							105
105	105	151	-2	3/4	3/4	0					line		106
106	106	152	-2	3/4	3/4	0							107
107	107	153	-2	3/4	3/4	0							108
108	108	154	-2	3/4	3/4	0					line		109
109	109	155	-2	3/4	3/4	0							110
110	110	156	-2	3/4	3/4	0							111
111	111	157	-2	3/4	3/4	0					line		112
112	112	158	-2	3/4	3/4	0							113
113	113	159	-2	3/4	3/4	0					line		114
114	114	160	-2	3/4	3/4	0							115
115	115	161	-2	3/4	3/4	0							116
116	116	162	-2	3/4	3/4	0					line		117
117	117	163	-2	3/4	3/4	0							118
118	118	164	-2	3/4	3/4	0							119
119	119	165	-2	3/4	3/4	0					line		120
120	120	166	-2	3/4	3/4	0							121
121	121	167	-2	3/4	3/4	0							122
122	122	168	-2	3/4	3/4	0					line	end	47, -1
47	47	169	-2	3/4	3/4	0				start-repeat		start	48
48	48	170	-2	3/4	3/4	0							49
49	49	171	-2	3/4	3/4	0					line		50
50	50	172	-2	3/4	3/4	0							51
51	51	173	-2	3/4	3/4	0							52
52	52	174	-2	3/4	3/4	0					line		53
53	53	175	-2	3/4	3/4	0							54
54	54	176	-2	3/4	3/4	0							55
55	55	177	-2	3/4	3/4	0					line		56
56	56	178	-2	3/4	3/4	0							57
57	57	179	-2	3/4	3/4	0					line		58
58	58	180	-2	3/4	3/4	0							59
59	59	181	-2	3/4	3/4	0							60
60	60	182	-2	3/4	3/4	0					line		61
61	61	183	-2	3/4	3/4	0							62
62	62	184	-2	3/4	3/4	0							63
63	63	185	-2	3/4	3/4	0							64
64	64	186	-2	3/4	3/4	0					line		65
65	65	187	-2	3/4	3/4	0							66
66	66	188	-2	3/4	3/4	0							67
67	67	189	-2	3/4	3/4	0							68
68	68	190	-2	3/4	3/4	0					line		69
69	69	191	-2	3/4	3/4	0							70
70	70	192	-2	3/4	3/4	0							71
71	71	193	-2	3/4	3/4	0							72
72	72	194	-2	3/4	3/4	0					line		73
73	73	195	-2	3/4	3/4	0							74
74	74	196	-2	3/4	3/4	0							75
75	75	197	-2	3/4	3/4	0							76
76	76	198	-2	3/4	3/4	0							77
77	77	199	-2	3/4	3/4	0					line		78
78	78	200	-2	3/4	3/4	0							79
79	79	201	-2	3/4	3/4	0							80
80	80	202	-2	3/4	3/4	0							81
81	81	203	-2	3/4	3/4	0							82
82	82	204	-2	3/4	3/4	0					line		83
83	83	205	-2	3/4	3/4	0							84
84	84	206	-2	3/4	3/4	0							85
85	85	207	-2	3/4	3/4	0					line		86
86	86	208	-2	3/4	3/4	0							87
87	87	209	-2	3/4	3/4	0							88
88	88	210	-2	3/4	3/4	0							89
89	89	211	-2	3/4	3/4	0					line		90
90	90	212	-2	3/4	3/4	0							91
91	91	213	-2	3/4	3/4	0							92
92	92	214	-2	3/4	3/4	0							93
93	93	215	-2	3/4	3/4	0					line		94
94	94	216	-2	3/4	3/4	0							95
95	95	217	-2	3/4	3/4	0							96
96	96	218	-2	3/4	3/4	0					line		97
97	97	219	-2	3/4	3/4	0							98
98	98	220	-2	3/4	3/4	0							99
99	99	221	-2	3/4	3/4	0					line		100
100	100	222	-2	3/4	3/4	0							101
101	101	223	-2	3/4	3/4	0							102
102	102	224	-2	3/4	3/4	0					line		103
103	103	225	-2	3/4	3/4	0							104
104	104	226	-2	3/4	3/4	0							105
105	105	227	-2	3/4	3/4	0					line		106
106	106	228	-2	3/4	3/4	0							107
107	107	229	-2	3/4	3/4	0							108
108	108	230	-2	3/4	3/4	0					line		109
109	109	231	-2	3/4	3/4	0							110
110	110	232	-2	3/4	3/4	0							111
111	111	233	-2	3/4	3/4	0					line		112
112	112	234	-2	3/4	3/4	0							113
113	113	235	-2	3/4	3/4	0					line		114
114	114	236	-2	3/4	3/4	0							115
115	115	237	-2	3/4	3/4	0							116
116	116	238	-2	3/4	3/4	0					line		117
117	117	239	-2	3/4	3/4	0							118
118	118	240	-2	3/4	3/4	0							119
119	119	241	-2	3/4	3/4	0					line		120
120	120	242	-2	3/4	3/4	0							121
121	121	243	-2	3/4	3/4	0							122
122	122	244	-2	3/4	3/4	0					line	end	47, -1
